model,year,displ,cyl,trans,drive,fuel,cert_region,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,displ_level,cyl_level,air_pollution_score_level,city_mpg_level,hwy_mpg_level,cmb_mpg_level,greenhouse_gas_score_level
FORD Escape,2010,2.5,4.0,Man-5,2WD,Gasoline,FA,SUV,6.0,22,28,24,7.0,yes,medium,medium,mod_high,high,mod_high,mod_high,mod_high
FORD Escape,2010,2.5,4.0,Auto-6,4WD,Gasoline,FA,SUV,6.0,20,26,22,6.0,no,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
FORD Escape Hybrid,2010,2.5,4.0,CVT,2WD,Gasoline,CA,SUV,9.0,34,31,32,9.0,yes,medium,medium,high,high,high,high,high
FORD Escape Hybrid,2010,2.5,4.0,CVT,4WD,Gasoline,CA,SUV,9.0,30,27,29,8.0,yes,medium,medium,high,high,mod_high,high,high
FORD Escape Hybrid,2010,2.5,4.0,CVT,2WD,Gasoline,FA,SUV,8.0,34,31,32,9.0,yes,medium,medium,high,high,high,high,high
FORD Escape Hybrid,2010,2.5,4.0,CVT,4WD,Gasoline,FA,SUV,8.0,30,27,29,8.0,yes,medium,medium,high,high,mod_high,high,high
FORD Explorer,2010,4.0,6.0,Auto-5,2WD,Gasoline,FC,SUV,7.0,14,20,16,3.0,no,mod_high,mod_high,mod_high,low,low,low,low
FORD Explorer,2010,4.0,6.0,Auto-5,4WD,Gasoline,FC,SUV,7.0,13,19,15,2.0,no,mod_high,mod_high,mod_high,low,low,low,low
FORD Explorer,2010,4.6,8.0,Auto-6,2WD,Gasoline,FC,SUV,7.0,15,21,17,3.0,no,high,mod_high,mod_high,medium,medium,medium,low
FORD Explorer,2010,4.6,8.0,Auto-6,4WD,Gasoline,FC,SUV,7.0,14,19,16,3.0,no,high,mod_high,mod_high,low,low,low,low
FORD Explorer Sport Trac,2010,4.0,6.0,Auto-5,2WD,Gasoline,FC,pickup,7.0,14,20,16,3.0,no,mod_high,mod_high,mod_high,low,low,low,low
FORD Explorer Sport Trac,2010,4.0,6.0,Auto-5,4WD,Gasoline,FC,pickup,7.0,13,19,15,2.0,no,mod_high,mod_high,mod_high,low,low,low,low
FORD Explorer Sport Trac,2010,4.6,8.0,Auto-6,2WD,Gasoline,FC,pickup,7.0,15,21,17,3.0,no,high,mod_high,mod_high,medium,medium,medium,low
FORD Explorer Sport Trac,2010,4.6,8.0,Auto-6,4WD,Gasoline,FC,pickup,7.0,14,19,16,3.0,no,high,mod_high,mod_high,low,low,low,low
FORD F150,2010,4.6,8.0,Auto-4,2WD,Gasoline,FC,pickup,7.0,15,19,16,3.0,no,high,mod_high,mod_high,medium,low,low,low
FORD F150,2010,4.6,8.0,Auto-6,2WD,Gasoline,FC,pickup,7.0,15,21,17,3.0,no,high,mod_high,mod_high,medium,medium,medium,low
FORD F150,2010,4.6,8.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,14,18,16,3.0,no,high,mod_high,mod_high,low,low,low,low
FORD F150,2010,4.6,8.0,Auto-6,4WD,Gasoline,FC,pickup,7.0,14,20,16,3.0,no,high,mod_high,mod_high,low,low,low,low
FORD Flex,2010,3.5,6.0,Auto-6,2WD,Gasoline,CA,SUV,7.0,17,24,20,5.0,no,mod_high,mod_high,mod_high,medium,medium,mod_high,mod_high
FORD Flex,2010,3.5,6.0,Auto-6,4WD,Gasoline,CA,SUV,7.0,16,22,18,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
FORD Flex,2010,3.5,6.0,SemiAuto-6,4WD,Gasoline,CA,SUV,7.0,16,22,18,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
FORD Flex,2010,3.5,6.0,Auto-6,2WD,Gasoline,FA,SUV,6.0,17,24,20,5.0,no,mod_high,mod_high,mod_high,medium,medium,mod_high,mod_high
FORD Flex,2010,3.5,6.0,Auto-6,4WD,Gasoline,FA,SUV,6.0,16,22,18,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
FORD Flex,2010,3.5,6.0,SemiAuto-6,4WD,Gasoline,FA,SUV,6.0,16,22,18,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
FORD Focus,2010,2.0,4.0,Auto-4,2WD,Gasoline,CA,small car,9.0,24,34,28,8.0,yes,low,medium,high,high,high,high,high
FORD Focus,2010,2.0,4.0,Man-5,2WD,Gasoline,CA,small car,9.0,24,35,28,8.0,yes,low,medium,high,high,high,high,high
FORD Focus,2010,2.0,4.0,Auto-4,2WD,Gasoline,FA,small car,8.0,24,34,28,8.0,yes,low,medium,high,high,high,high,high
FORD Focus,2010,2.0,4.0,Man-5,2WD,Gasoline,FA,small car,8.0,24,35,28,8.0,yes,low,medium,high,high,high,high,high
FORD Focus,2010,2.0,4.0,Auto-4,2WD,Gasoline,FC,small car,7.0,24,34,28,8.0,yes,low,medium,mod_high,high,high,high,high
FORD Focus,2010,2.0,4.0,Man-5,2WD,Gasoline,FC,small car,7.0,24,35,28,8.0,yes,low,medium,mod_high,high,high,high,high
FORD Fusion,2010,2.5,4.0,Man-6,2WD,Gasoline,CA,midsize car,7.0,22,29,24,7.0,yes,medium,medium,mod_high,high,high,mod_high,mod_high
FORD Fusion,2010,2.5,4.0,Auto-6,2WD,Gasoline,CA,midsize car,7.0,22,31,25,7.0,yes,medium,medium,mod_high,high,high,high,mod_high
FORD Fusion,2010,3.5,6.0,SemiAuto-6,4WD,Gasoline,CA,midsize car,7.0,17,24,19,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
FORD Fusion,2010,3.5,6.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,7.0,18,27,21,5.0,no,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
FORD Fusion,2010,2.5,4.0,Man-6,2WD,Gasoline,FA,midsize car,6.0,22,29,24,7.0,yes,medium,medium,mod_high,high,high,mod_high,mod_high
FORD Fusion,2010,2.5,4.0,Auto-6,2WD,Gasoline,FA,midsize car,6.0,22,31,25,7.0,yes,medium,medium,mod_high,high,high,high,mod_high
FORD Fusion,2010,3.5,6.0,SemiAuto-6,4WD,Gasoline,FA,midsize car,6.0,17,24,19,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
FORD Fusion,2010,3.5,6.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,6.0,18,27,21,5.0,no,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
FORD Fusion Hybrid,2010,2.5,4.0,CVT,2WD,Gasoline,CA,midsize car,9.0,41,36,39,10.0,yes,medium,medium,high,high,high,high,high
FORD Fusion Hybrid,2010,2.5,4.0,CVT,2WD,Gasoline,FA,midsize car,8.0,41,36,39,10.0,yes,medium,medium,high,high,high,high,high
FORD Fusion S,2010,2.5,4.0,Man-6,2WD,Gasoline,CA,midsize car,7.0,22,31,25,7.0,yes,medium,medium,mod_high,high,high,high,mod_high
FORD Fusion S,2010,2.5,4.0,Auto-6,2WD,Gasoline,CA,midsize car,7.0,23,34,27,7.0,yes,medium,medium,mod_high,high,high,high,mod_high
FORD Fusion S,2010,2.5,4.0,Man-6,2WD,Gasoline,FA,midsize car,6.0,22,31,25,7.0,yes,medium,medium,mod_high,high,high,high,mod_high
FORD Fusion S,2010,2.5,4.0,Auto-6,2WD,Gasoline,FA,midsize car,6.0,23,34,27,7.0,yes,medium,medium,mod_high,high,high,high,mod_high
FORD Mustang,2010,4.0,6.0,Auto-5,2WD,Gasoline,CA,small car,7.0,16,24,19,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
FORD Mustang,2010,4.0,6.0,Man-5,2WD,Gasoline,CA,small car,7.0,18,26,21,5.0,no,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
FORD Mustang,2010,4.0,6.0,Auto-5,2WD,Gasoline,FA,small car,6.0,16,24,19,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
FORD Mustang,2010,4.0,6.0,Man-5,2WD,Gasoline,FA,small car,6.0,18,26,21,5.0,no,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
FORD Mustang,2010,4.6,8.0,Man-5,2WD,Gasoline,FA,small car,6.0,16,24,19,4.0,no,high,mod_high,mod_high,medium,medium,medium,medium
FORD Mustang,2010,4.6,8.0,Auto-5,2WD,Gasoline,FA,small car,6.0,17,23,19,4.0,no,high,mod_high,mod_high,medium,medium,medium,medium
FORD Mustang,2010,4.6,8.0,Man-5,2WD,Gasoline,CA,small car,6.0,16,24,19,4.0,no,high,mod_high,mod_high,medium,medium,medium,medium
FORD Mustang,2010,4.6,8.0,Auto-5,2WD,Gasoline,CA,small car,6.0,17,23,19,4.0,no,high,mod_high,mod_high,medium,medium,medium,medium
FORD Mustang,2010,5.4,8.0,Man-6,2WD,Gasoline,FA,small car,6.0,14,22,17,3.0,no,high,mod_high,mod_high,low,medium,medium,low
FORD Mustang,2010,5.4,8.0,Man-6,2WD,Gasoline,CA,small car,6.0,14,22,17,3.0,no,high,mod_high,mod_high,low,medium,medium,low
FORD Ranger,2010,2.3,4.0,Auto-5,2WD,Gasoline,CA,pickup,7.0,19,24,21,5.0,no,low,medium,mod_high,mod_high,medium,mod_high,mod_high
FORD Ranger,2010,2.3,4.0,Man-5,2WD,Gasoline,CA,pickup,7.0,22,27,24,7.0,yes,low,medium,mod_high,high,mod_high,mod_high,mod_high
FORD Ranger,2010,2.3,4.0,Auto-5,2WD,Gasoline,FA,pickup,6.0,19,24,21,5.0,no,low,medium,mod_high,mod_high,medium,mod_high,mod_high
FORD Ranger,2010,2.3,4.0,Man-5,2WD,Gasoline,FA,pickup,6.0,22,27,24,7.0,yes,low,medium,mod_high,high,mod_high,mod_high,mod_high
FORD Ranger,2010,4.0,6.0,Man-5,2WD,Gasoline,FA,pickup,6.0,15,21,17,3.0,no,mod_high,mod_high,mod_high,medium,medium,medium,low
FORD Ranger,2010,4.0,6.0,Auto-5,2WD,Gasoline,FA,pickup,6.0,16,21,18,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
FORD Ranger,2010,4.0,6.0,Auto-5,4WD,Gasoline,FA,pickup,6.0,14,18,15,2.0,no,mod_high,mod_high,mod_high,low,low,low,low
FORD Ranger,2010,4.0,6.0,Man-5,4WD,Gasoline,FA,pickup,6.0,15,19,17,3.0,no,mod_high,mod_high,mod_high,medium,low,medium,low
FORD Ranger,2010,4.0,6.0,Man-5,2WD,Gasoline,CA,pickup,6.0,15,21,17,3.0,no,mod_high,mod_high,mod_high,medium,medium,medium,low
FORD Ranger,2010,4.0,6.0,Auto-5,2WD,Gasoline,CA,pickup,6.0,16,21,18,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
FORD Ranger,2010,4.0,6.0,Auto-5,4WD,Gasoline,CA,pickup,6.0,14,18,15,2.0,no,mod_high,mod_high,mod_high,low,low,low,low
FORD Ranger,2010,4.0,6.0,Man-5,4WD,Gasoline,CA,pickup,6.0,15,19,17,3.0,no,mod_high,mod_high,mod_high,medium,low,medium,low
FORD Taurus,2010,3.5,6.0,SemiAuto-6,4WD,Gasoline,CA,large car,7.0,17,25,20,5.0,no,mod_high,mod_high,mod_high,medium,mod_high,mod_high,mod_high
FORD Taurus,2010,3.5,6.0,SemiAuto-6,2WD,Gasoline,CA,large car,7.0,18,27,21,5.0,no,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
FORD Taurus,2010,3.5,6.0,SemiAuto-6,4WD,Gasoline,FA,large car,6.0,17,25,20,5.0,no,mod_high,mod_high,mod_high,medium,mod_high,mod_high,mod_high
FORD Taurus,2010,3.5,6.0,SemiAuto-6,2WD,Gasoline,FA,large car,6.0,18,27,21,5.0,no,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
FORD Transit Connect,2010,2.0,4.0,Auto-4,2WD,Gasoline,FC,special purpose,7.0,22,25,23,6.0,yes,low,medium,mod_high,high,mod_high,mod_high,mod_high
GMC Acadia,2010,3.6,6.0,Auto-6,2WD,Gasoline,CA,SUV,7.0,17,24,19,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
GMC Acadia,2010,3.6,6.0,Auto-6,4WD,Gasoline,CA,SUV,7.0,16,23,19,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
GMC Acadia,2010,3.6,6.0,Auto-6,2WD,Gasoline,FA,SUV,6.0,17,24,19,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
GMC Acadia,2010,3.6,6.0,Auto-6,4WD,Gasoline,FA,SUV,6.0,16,23,19,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
GMC Canyon,2010,2.9,4.0,Auto-4,2WD,Gasoline,FC,pickup,7.0,18,25,21,5.0,no,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
GMC Canyon,2010,2.9,4.0,Man-5,2WD,Gasoline,FC,pickup,7.0,18,25,21,5.0,no,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
GMC Canyon,2010,2.9,4.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,17,23,20,5.0,no,medium,medium,mod_high,medium,medium,mod_high,mod_high
GMC Canyon,2010,2.9,4.0,Man-5,4WD,Gasoline,FC,pickup,7.0,18,24,20,5.0,no,medium,medium,mod_high,mod_high,medium,mod_high,mod_high
GMC Canyon,2010,3.7,5.0,Auto-4,2WD,Gasoline,FC,pickup,7.0,15,20,17,3.0,no,mod_high,medium,mod_high,medium,low,medium,low
GMC Canyon,2010,3.7,5.0,Auto-4,2WD,Gasoline,FC,pickup,7.0,17,23,19,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium
GMC Canyon,2010,3.7,5.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,16,21,18,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium
GMC Canyon,2010,3.7,5.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,17,23,19,4.0,no,mod_high,medium,mod_high,medium,medium,medium,medium
GMC Canyon,2010,5.3,8.0,Auto-4,2WD,Gasoline,FC,pickup,7.0,15,20,17,3.0,no,high,mod_high,mod_high,medium,low,medium,low
GMC Canyon,2010,5.3,8.0,Auto-4,4WD,Gasoline,FC,pickup,7.0,14,19,16,3.0,no,high,mod_high,mod_high,low,low,low,low
GMC Savana 1500,2010,4.3,6.0,Auto-4,2WD,Gasoline,FA,van,6.0,15,20,17,3.0,no,high,mod_high,mod_high,medium,low,medium,low
GMC Savana 1500,2010,4.3,6.0,Auto-4,2WD,Gasoline,CA,van,6.0,15,20,17,3.0,no,high,mod_high,mod_high,medium,low,medium,low
GMC Sierra 15,2010,4.3,6.0,Auto-4,2WD,Gasoline,FA,pickup,6.0,15,20,17,3.0,no,high,mod_high,mod_high,medium,low,medium,low
GMC Sierra 15,2010,4.3,6.0,Auto-4,4WD,Gasoline,FA,pickup,6.0,14,18,15,2.0,no,high,mod_high,mod_high,low,low,low,low
GMC Sierra 15,2010,4.3,6.0,Auto-4,2WD,Gasoline,CA,pickup,6.0,15,20,17,3.0,no,high,mod_high,mod_high,medium,low,medium,low
GMC Sierra 15,2010,4.3,6.0,Auto-4,4WD,Gasoline,CA,pickup,6.0,14,18,15,2.0,no,high,mod_high,mod_high,low,low,low,low
GMC Sierra 15 Hybrid,2010,6.0,8.0,CVT,2WD,Gasoline,FA,pickup,6.0,21,22,22,6.0,no,high,mod_high,mod_high,mod_high,medium,mod_high,mod_high
GMC Sierra 15 Hybrid,2010,6.0,8.0,CVT,4WD,Gasoline,FA,pickup,6.0,21,22,21,5.0,no,high,mod_high,mod_high,mod_high,medium,mod_high,mod_high
GMC Terrain,2010,2.4,4.0,Auto-6,2WD,Gasoline,FC,SUV,7.0,22,32,26,7.0,yes,medium,medium,mod_high,high,high,high,mod_high
GMC Terrain,2010,2.4,4.0,Auto-6,4WD,Gasoline,FC,SUV,7.0,20,29,23,6.0,yes,medium,medium,mod_high,mod_high,high,mod_high,mod_high
GMC Terrain,2010,3.0,6.0,Auto-6,2WD,Gasoline,FC,SUV,7.0,17,25,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
GMC Terrain,2010,3.0,6.0,Auto-6,4WD,Gasoline,FC,SUV,7.0,17,24,20,5.0,no,medium,mod_high,mod_high,medium,medium,mod_high,mod_high
GMC Yukon 1500 Hybrid,2010,6.0,8.0,CVT,2WD,Gasoline,FA,SUV,6.0,21,22,22,6.0,no,high,mod_high,mod_high,mod_high,medium,mod_high,mod_high
GMC Yukon 1500 Hybrid,2010,6.0,8.0,CVT,4WD,Gasoline,FA,SUV,6.0,21,22,21,5.0,no,high,mod_high,mod_high,mod_high,medium,mod_high,mod_high
HONDA Accord Coupe,2010,2.4,4.0,Auto-5,2WD,Gasoline,CA,small car,9.0,21,31,25,7.0,yes,medium,medium,high,mod_high,high,high,mod_high
HONDA Accord Coupe,2010,2.4,4.0,Auto-5,2WD,Gasoline,FA,small car,9.0,21,31,25,7.0,yes,medium,medium,high,mod_high,high,high,mod_high
HONDA Accord Coupe,2010,2.4,4.0,Auto-5,2WD,Gasoline,CA,small car,7.0,21,31,25,7.0,yes,medium,medium,mod_high,mod_high,high,high,mod_high
HONDA Accord Coupe,2010,2.4,4.0,Man-5,2WD,Gasoline,CA,small car,7.0,22,31,25,7.0,yes,medium,medium,mod_high,high,high,high,mod_high
HONDA Accord Coupe,2010,3.5,6.0,Man-6,2WD,Gasoline,CA,small car,7.0,17,25,20,5.0,no,mod_high,mod_high,mod_high,medium,mod_high,mod_high,mod_high
HONDA Accord Coupe,2010,3.5,6.0,Auto-5,2WD,Gasoline,CA,small car,7.0,19,28,22,6.0,yes,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
HONDA Accord Coupe,2010,2.4,4.0,Auto-5,2WD,Gasoline,FA,small car,6.0,21,31,25,7.0,yes,medium,medium,mod_high,mod_high,high,high,mod_high
HONDA Accord Coupe,2010,2.4,4.0,Man-5,2WD,Gasoline,FA,small car,6.0,22,31,25,7.0,yes,medium,medium,mod_high,high,high,high,mod_high
HONDA Accord Coupe,2010,3.5,6.0,Man-6,2WD,Gasoline,FA,small car,6.0,17,25,20,5.0,no,mod_high,mod_high,mod_high,medium,mod_high,mod_high,mod_high
HONDA Accord Coupe,2010,3.5,6.0,Auto-5,2WD,Gasoline,FA,small car,6.0,19,28,22,6.0,no,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
HONDA Accord Crosstour,2010,3.5,6.0,Auto-5,2WD,Gasoline,CA,SUV,7.0,18,27,21,5.0,no,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
HONDA Accord Crosstour,2010,3.5,6.0,Auto-5,4WD,Gasoline,CA,SUV,7.0,17,25,20,5.0,no,mod_high,mod_high,mod_high,medium,mod_high,mod_high,mod_high
HONDA Accord Crosstour,2010,3.5,6.0,Auto-5,2WD,Gasoline,FA,SUV,6.0,18,27,21,5.0,no,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
HONDA Accord Crosstour,2010,3.5,6.0,Auto-5,4WD,Gasoline,FA,SUV,6.0,17,25,20,5.0,no,mod_high,mod_high,mod_high,medium,mod_high,mod_high,mod_high
HONDA Accord Sedan,2010,2.4,4.0,Auto-5,2WD,Gasoline,CA,large car,9.0,21,31,25,7.0,yes,medium,medium,high,mod_high,high,high,mod_high
HONDA Accord Sedan,2010,2.4,4.0,Auto-5,2WD,Gasoline,FA,large car,9.0,21,31,25,7.0,yes,medium,medium,high,mod_high,high,high,mod_high
HONDA Accord Sedan,2010,2.4,4.0,Auto-5,2WD,Gasoline,CA,large car,7.0,21,31,25,7.0,yes,medium,medium,mod_high,mod_high,high,high,mod_high
HONDA Accord Sedan,2010,2.4,4.0,Man-5,2WD,Gasoline,CA,large car,7.0,22,31,25,7.0,yes,medium,medium,mod_high,high,high,high,mod_high
HONDA Accord Sedan,2010,3.5,6.0,Auto-5,2WD,Gasoline,CA,large car,7.0,19,29,23,6.0,yes,mod_high,mod_high,mod_high,mod_high,high,mod_high,mod_high
HONDA Accord Sedan,2010,2.4,4.0,Auto-5,2WD,Gasoline,FA,large car,6.0,21,31,25,7.0,yes,medium,medium,mod_high,mod_high,high,high,mod_high
HONDA Accord Sedan,2010,2.4,4.0,Man-5,2WD,Gasoline,FA,large car,6.0,22,31,25,7.0,yes,medium,medium,mod_high,high,high,high,mod_high
HONDA Accord Sedan,2010,3.5,6.0,Auto-5,2WD,Gasoline,FA,large car,6.0,19,29,23,6.0,no,mod_high,mod_high,mod_high,mod_high,high,mod_high,mod_high
HONDA CR-V,2010,2.4,4.0,Auto-5,2WD,Gasoline,CA,SUV,7.0,21,28,24,7.0,yes,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
HONDA CR-V,2010,2.4,4.0,Auto-5,4WD,Gasoline,CA,SUV,7.0,21,27,23,6.0,yes,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
HONDA CR-V,2010,2.4,4.0,Auto-5,2WD,Gasoline,FA,SUV,6.0,21,28,24,7.0,yes,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
HONDA CR-V,2010,2.4,4.0,Auto-5,4WD,Gasoline,FA,SUV,6.0,21,27,23,6.0,no,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
HONDA Civic,2010,1.8,4.0,Auto-5,2WD,CNG,CA,small car,9.0,24,36,28,9.0,yes,low,medium,high,high,high,high,high
HONDA Civic,2010,1.8,4.0,Auto-5,2WD,CNG,FA,small car,9.0,24,36,28,9.0,yes,low,medium,high,high,high,high,high
HONDA Civic,2010,1.8,4.0,Auto-5,2WD,Gasoline,CA,small car,7.0,25,36,29,8.0,yes,low,medium,mod_high,high,high,high,high
HONDA Civic,2010,1.8,4.0,Man-5,2WD,Gasoline,CA,small car,7.0,26,34,29,8.0,yes,low,medium,mod_high,high,high,high,high
HONDA Civic,2010,1.8,4.0,Auto-5,2WD,Gasoline,FA,small car,6.0,25,36,29,8.0,yes,low,medium,mod_high,high,high,high,high
HONDA Civic,2010,1.8,4.0,Man-5,2WD,Gasoline,FA,small car,6.0,26,34,29,8.0,yes,low,medium,mod_high,high,high,high,high
HONDA Civic,2010,2.0,4.0,Man-6,2WD,Gasoline,FA,small car,6.0,21,29,24,7.0,yes,low,medium,mod_high,mod_high,high,mod_high,mod_high
HONDA Civic,2010,2.0,4.0,Man-6,2WD,Gasoline,CA,small car,6.0,21,29,24,7.0,yes,low,medium,mod_high,mod_high,high,mod_high,mod_high
HONDA Civic Hybrid,2010,1.3,4.0,CVT,2WD,Gasoline,CA,small car,9.0,40,45,42,10.0,yes,low,medium,high,high,high,high,high
HONDA Civic Hybrid,2010,1.3,4.0,CVT,2WD,Gasoline,FA,small car,9.0,40,45,42,10.0,yes,low,medium,high,high,high,high,high
HONDA Element,2010,2.4,4.0,Man-5,2WD,Gasoline,FA,SUV,6.0,18,23,20,5.0,no,medium,medium,mod_high,mod_high,medium,mod_high,mod_high
HONDA Element,2010,2.4,4.0,Auto-5,2WD,Gasoline,FA,SUV,6.0,20,25,22,6.0,no,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
HONDA Element,2010,2.4,4.0,Man-5,4WD,Gasoline,FA,SUV,6.0,18,23,20,5.0,no,medium,medium,mod_high,mod_high,medium,mod_high,mod_high
HONDA Element,2010,2.4,4.0,Auto-5,4WD,Gasoline,FA,SUV,6.0,19,24,21,5.0,no,medium,medium,mod_high,mod_high,medium,mod_high,mod_high
HONDA Element,2010,2.4,4.0,Man-5,2WD,Gasoline,CA,SUV,6.0,18,23,20,5.0,no,medium,medium,mod_high,mod_high,medium,mod_high,mod_high
HONDA Element,2010,2.4,4.0,Auto-5,2WD,Gasoline,CA,SUV,6.0,20,25,22,6.0,no,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
HONDA Element,2010,2.4,4.0,Man-5,4WD,Gasoline,CA,SUV,6.0,18,23,20,5.0,no,medium,medium,mod_high,mod_high,medium,mod_high,mod_high
HONDA Element,2010,2.4,4.0,Auto-5,4WD,Gasoline,CA,SUV,6.0,19,24,21,5.0,no,medium,medium,mod_high,mod_high,medium,mod_high,mod_high
HONDA Fit,2010,1.5,4.0,Man-5,2WD,Gasoline,CA,station wagon,7.0,27,33,29,8.0,yes,low,medium,mod_high,high,high,high,high
HONDA Fit,2010,1.5,4.0,SemiAuto-5,2WD,Gasoline,CA,station wagon,7.0,27,33,30,8.0,yes,low,medium,mod_high,high,high,high,high
HONDA Fit,2010,1.5,4.0,Auto-5,2WD,Gasoline,CA,station wagon,7.0,28,35,31,8.0,yes,low,medium,mod_high,high,high,high,high
HONDA Fit,2010,1.5,4.0,Man-5,2WD,Gasoline,FA,station wagon,6.0,27,33,29,8.0,yes,low,medium,mod_high,high,high,high,high
HONDA Fit,2010,1.5,4.0,SemiAuto-5,2WD,Gasoline,FA,station wagon,6.0,27,33,30,8.0,yes,low,medium,mod_high,high,high,high,high
HONDA Fit,2010,1.5,4.0,Auto-5,2WD,Gasoline,FA,station wagon,6.0,28,35,31,8.0,yes,low,medium,mod_high,high,high,high,high
HONDA Insight,2010,1.3,4.0,CVT,2WD,Gasoline,CA,small car,9.0,40,43,41,10.0,yes,low,medium,high,high,high,high,high
HONDA Insight,2010,1.3,4.0,Other-1,2WD,Gasoline,CA,small car,9.0,40,43,41,10.0,yes,low,medium,high,high,high,high,high
HONDA Insight,2010,1.3,4.0,CVT,2WD,Gasoline,FA,small car,9.0,40,43,41,10.0,yes,low,medium,high,high,high,high,high
HONDA Insight,2010,1.3,4.0,Other-1,2WD,Gasoline,FA,small car,9.0,40,43,41,10.0,yes,low,medium,high,high,high,high,high
HONDA Insight,2010,1.3,4.0,CVT,2WD,Gasoline,FC,small car,8.0,40,43,41,10.0,yes,low,medium,high,high,high,high,high
HONDA Insight,2010,1.3,4.0,Other-1,2WD,Gasoline,FC,small car,8.0,40,43,41,10.0,yes,low,medium,high,high,high,high,high
HONDA Odyssey,2010,3.5,6.0,Auto-5,2WD,Gasoline,CA,minivan,7.0,16,23,18,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
HONDA Odyssey,2010,3.5,6.0,Auto-5,2WD,Gasoline,CA,minivan,7.0,17,25,20,5.0,no,mod_high,mod_high,mod_high,medium,mod_high,mod_high,mod_high
HONDA Odyssey,2010,3.5,6.0,Auto-5,2WD,Gasoline,FA,minivan,6.0,16,23,18,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
HONDA Odyssey,2010,3.5,6.0,Auto-5,2WD,Gasoline,FA,minivan,6.0,17,25,20,5.0,no,mod_high,mod_high,mod_high,medium,mod_high,mod_high,mod_high
HONDA Pilot,2010,3.5,6.0,Auto-5,2WD,Gasoline,CA,SUV,7.0,17,23,19,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
HONDA Pilot,2010,3.5,6.0,Auto-5,4WD,Gasoline,CA,SUV,7.0,16,22,18,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
HONDA Pilot,2010,3.5,6.0,Auto-5,2WD,Gasoline,FA,SUV,6.0,17,23,19,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
HONDA Pilot,2010,3.5,6.0,Auto-5,4WD,Gasoline,FA,SUV,6.0,16,22,18,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
HONDA Ridgeline,2010,3.5,6.0,Auto-5,4WD,Gasoline,CA,pickup,7.0,15,20,17,3.0,no,mod_high,mod_high,mod_high,medium,low,medium,low
HONDA Ridgeline,2010,3.5,6.0,Auto-5,4WD,Gasoline,FA,pickup,6.0,15,20,17,3.0,no,mod_high,mod_high,mod_high,medium,low,medium,low
